Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,data_figure,treatment
SRR10287895,Not applicable,AMPLICON,243,17274085,ATCC,PRJNA565979,SAMN13036406,Human,7674525,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7000956,Illumina MiSeq,Not applicable,Fig4b_1TA_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4b_1TA_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4b_1TA_rep1.fastq.gz,
SRR10287897,Not applicable,AMPLICON,244,18734815,ATCC,PRJNA565979,SAMN13036404,Human,8229794,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000954,Illumina MiSeq,Not applicable,Fig4a_8AT_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_8AT_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4a_8AT_rep2.fastq.gz,
SRR10287898,Not applicable,AMPLICON,277,9261222,ATCC,PRJNA565979,SAMN13036152,Human,4370716,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7000953,Illumina MiSeq,Not applicable,Fig4_d_RUNX1_4TG_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4_d_RUNX1_4TG_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4_d_RUNX1_4TG_rep2.fastq.gz,
SRR10287900,Not applicable,AMPLICON,244,17693927,ATCC,PRJNA565979,SAMN13036402,Human,7802376,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000951,Illumina MiSeq,Not applicable,Fig4a_8AG_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_8AG_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4a_8AG_rep3.fastq.gz,
SRR10287901,Not applicable,AMPLICON,245,19413800,ATCC,PRJNA565979,SAMN13036401,Human,8520600,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000950,Illumina MiSeq,Not applicable,Fig4a_8AG_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_8AG_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4a_8AG_rep2.fastq.gz,
SRR10287903,Not applicable,AMPLICON,243,19863848,ATCC,PRJNA565979,SAMN13036399,Human,8758919,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000948,Illumina MiSeq,Not applicable,Fig4a_8AC_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_8AC_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4a_8AC_rep3.fastq.gz,
SRR10287908,Not applicable,AMPLICON,242,14843974,ATCC,PRJNA565979,SAMN13036394,Human,6536185,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000943,Illumina MiSeq,Not applicable,Fig4a_7CT_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_7CT_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4a_7CT_rep1.fastq.gz,
SRR10287910,Not applicable,AMPLICON,240,14712822,ATCC,PRJNA565979,SAMN13036393,Human,6556095,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000941,Illumina MiSeq,Not applicable,Fig4a_7CG_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_7CG_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4a_7CG_rep3.fastq.gz,
SRR10287912,Not applicable,AMPLICON,243,18165661,ATCC,PRJNA565979,SAMN13036391,Human,8021923,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000939,Illumina MiSeq,Not applicable,Fig4a_7CG_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_7CG_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4a_7CG_rep1.fastq.gz,
SRR10287914,Not applicable,AMPLICON,241,18097466,ATCC,PRJNA565979,SAMN13036389,Human,8080302,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000937,Illumina MiSeq,Not applicable,Fig4a_7CA_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_7CA_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4a_7CA_rep2.fastq.gz,
SRR10287915,Not applicable,AMPLICON,240,15331423,ATCC,PRJNA565979,SAMN13036388,Human,6794279,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000936,Illumina MiSeq,Not applicable,Fig4a_7CA_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_7CA_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4a_7CA_rep1.fastq.gz,
SRR10287917,Not applicable,AMPLICON,245,21268320,ATCC,PRJNA565979,SAMN13036386,Human,9404485,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000934,Illumina MiSeq,Not applicable,Fig4a_6GT_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_6GT_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4a_6GT_rep2.fastq.gz,
SRR10287919,Not applicable,AMPLICON,245,19117714,ATCC,PRJNA565979,SAMN13036384,Human,8375000,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000932,Illumina MiSeq,Not applicable,Fig4a_6GC_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_6GC_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4a_6GC_rep3.fastq.gz,
SRR10287921,Not applicable,AMPLICON,246,20991257,ATCC,PRJNA565979,SAMN13036383,Human,9277740,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000930,Illumina MiSeq,Not applicable,Fig4a_6GC_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_6GC_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4a_6GC_rep2.fastq.gz,
SRR10287923,Not applicable,AMPLICON,246,20002661,ATCC,PRJNA565979,SAMN13036381,Human,8812491,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000928,Illumina MiSeq,Not applicable,Fig4a_6GA_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_6GA_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4a_6GA_rep3.fastq.gz,
SRR10287925,Not applicable,AMPLICON,246,18264011,ATCC,PRJNA565979,SAMN13036379,Human,7994077,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000926,Illumina MiSeq,Not applicable,Fig4a_6GA_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_6GA_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4a_6GA_rep1.fastq.gz,
SRR10287928,Not applicable,AMPLICON,245,19096734,ATCC,PRJNA565979,SAMN13036376,Human,8365051,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000923,Illumina MiSeq,Not applicable,Fig4a_5GT_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_5GT_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4a_5GT_rep1.fastq.gz,
SRR10287933,Not applicable,AMPLICON,245,18680203,ATCC,PRJNA565979,SAMN13036372,Human,8166119,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000918,Illumina MiSeq,Not applicable,Fig4a_5GA_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_5GA_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4a_5GA_rep3.fastq.gz,
SRR10287935,Not applicable,AMPLICON,245,16613541,ATCC,PRJNA565979,SAMN13036370,Human,7266514,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000916,Illumina MiSeq,Not applicable,Fig4a_5GA_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_5GA_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4a_5GA_rep1.fastq.gz,
SRR10287937,Not applicable,AMPLICON,243,21363624,ATCC,PRJNA565979,SAMN13036368,Human,9493990,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000914,Illumina MiSeq,Not applicable,Fig4a_4TG_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_4TG_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4a_4TG_rep2.fastq.gz,
SRR10287939,Not applicable,AMPLICON,238,15266808,ATCC,PRJNA565979,SAMN13036366,Human,6844404,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000912,Illumina MiSeq,Not applicable,Fig4a_4TC_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_4TC_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4a_4TC_rep3.fastq.gz,
SRR10287941,Not applicable,AMPLICON,243,16267586,ATCC,PRJNA565979,SAMN13036364,Human,7203524,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000910,Illumina MiSeq,Not applicable,Fig4a_4TC_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_4TC_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4a_4TC_rep1.fastq.gz,
SRR10287942,Not applicable,AMPLICON,277,13429252,ATCC,PRJNA565979,SAMN13036148,Human,6286141,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000909,Illumina MiSeq,Not applicable,Fig4_d_RUNX1_4TC_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4_d_RUNX1_4TC_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4_d_RUNX1_4TC_rep1.fastq.gz,
SRR10287944,Not applicable,AMPLICON,244,19668374,ATCC,PRJNA565979,SAMN13036362,Human,8687931,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7000907,Illumina MiSeq,Not applicable,Fig4a_4TA_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_4TA_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4a_4TA_rep2.fastq.gz,
SRR10287945,Not applicable,AMPLICON,244,21985062,ATCC,PRJNA565979,SAMN13036361,Human,9678174,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000906,Illumina MiSeq,Not applicable,Fig4a_4TA_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_4TA_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4a_4TA_rep1.fastq.gz,
SRR10287946,Not applicable,AMPLICON,243,20367686,ATCC,PRJNA565979,SAMN13036360,Human,9005925,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7000905,Illumina MiSeq,Not applicable,Fig4a_3AT_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_3AT_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4a_3AT_rep3.fastq.gz,
SRR10287950,Not applicable,AMPLICON,244,18491938,ATCC,PRJNA565979,SAMN13036356,Human,8177214,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7000901,Illumina MiSeq,Not applicable,Fig4a_3AG_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_3AG_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4a_3AG_rep2.fastq.gz,
SRR10287952,Not applicable,AMPLICON,245,18464476,ATCC,PRJNA565979,SAMN13036354,Human,8203640,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7000899,Illumina MiSeq,Not applicable,Fig4a_3AC_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_3AC_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4a_3AC_rep3.fastq.gz,
SRR10287954,Not applicable,AMPLICON,246,19810102,ATCC,PRJNA565979,SAMN13036353,Human,8759591,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7000897,Illumina MiSeq,Not applicable,Fig4a_3AC_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_3AC_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4a_3AC_rep2.fastq.gz,
SRR10287955,Not applicable,AMPLICON,246,22181187,ATCC,PRJNA565979,SAMN13036352,Human,9770999,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7000896,Illumina MiSeq,Not applicable,Fig4a_3AC_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_3AC_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4a_3AC_rep1.fastq.gz,
SRR10287957,Not applicable,AMPLICON,245,16291988,ATCC,PRJNA565979,SAMN13036350,Human,7348092,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7000894,Illumina MiSeq,Not applicable,Fig4a_2GT_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_2GT_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4a_2GT_rep2.fastq.gz,
SRR10287959,Not applicable,AMPLICON,243,17796289,ATCC,PRJNA565979,SAMN13036348,Human,7898058,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7000892,Illumina MiSeq,Not applicable,Fig4a_2GC_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_2GC_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4a_2GC_rep3.fastq.gz,
SRR10287962,Not applicable,AMPLICON,237,17114429,ATCC,PRJNA565979,SAMN13036345,Human,7656487,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000889,Illumina MiSeq,Not applicable,Fig4a_2GA_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_2GA_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4a_2GA_rep3.fastq.gz,
SRR10287963,Not applicable,AMPLICON,243,19181138,ATCC,PRJNA565979,SAMN13036344,Human,8515577,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000888,Illumina MiSeq,Not applicable,Fig4a_2GA_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_2GA_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4a_2GA_rep2.fastq.gz,
SRR10287966,Not applicable,AMPLICON,240,11132138,ATCC,PRJNA565979,SAMN13036342,Human,5003787,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000885,Illumina MiSeq,Not applicable,Fig4a_1TG_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_1TG_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4a_1TG_rep3.fastq.gz,
SRR10287968,Not applicable,AMPLICON,243,11839679,ATCC,PRJNA565979,SAMN13036340,Human,5281479,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000883,Illumina MiSeq,Not applicable,Fig4a_1TG_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_1TG_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4a_1TG_rep1.fastq.gz,
SRR10287970,Not applicable,AMPLICON,244,18754175,ATCC,PRJNA565979,SAMN13036338,Human,8266627,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000881,Illumina MiSeq,Not applicable,Fig4a_1TC_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_1TC_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4a_1TC_rep2.fastq.gz,
SRR10287971,Not applicable,AMPLICON,245,13659579,ATCC,PRJNA565979,SAMN13036337,Human,6057792,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000880,Illumina MiSeq,Not applicable,Fig4a_1TC_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_1TC_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4a_1TC_rep1.fastq.gz,
SRR10287973,Not applicable,AMPLICON,243,17057988,ATCC,PRJNA565979,SAMN13036335,Human,7574263,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000878,Illumina MiSeq,Not applicable,Fig4a_1TA_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4a_1TA_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4a_1TA_rep2.fastq.gz,
SRR10287975,Not applicable,AMPLICON,278,12263883,ATCC,PRJNA565979,SAMN13036145,Human,5715953,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000876,Illumina MiSeq,Not applicable,Fig4_d_RUNX1_4TA_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4_d_RUNX1_4TA_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4_d_RUNX1_4TA_rep1.fastq.gz,
SRR10287976,Not applicable,AMPLICON,222,18608079,ATCC,PRJNA565979,SAMN13036333,Human,9134203,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000875,Illumina MiSeq,Not applicable,Fig4_h_RNF2_2AAin_3-4GAdel_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4_h_RNF2_2AAin_3-4GAdel_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4_h_RNF2_2AAin_3-4GAdel_rep3.fastq.gz,
SRR10287978,Not applicable,AMPLICON,222,15772960,ATCC,PRJNA565979,SAMN13036331,Human,7759664,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000873,Illumina MiSeq,Not applicable,Fig4_h_RNF2_2AAin_3-4GAdel_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4_h_RNF2_2AAin_3-4GAdel_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4_h_RNF2_2AAin_3-4GAdel_rep1.fastq.gz,
SRR10287980,Not applicable,AMPLICON,221,21173968,ATCC,PRJNA565979,SAMN13036329,Human,10396418,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000871,Illumina MiSeq,Not applicable,Fig4_h_RNF2_1CA_5GT_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4_h_RNF2_1CA_5GT_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4_h_RNF2_1CA_5GT_rep2.fastq.gz,
SRR10287983,Not applicable,AMPLICON,222,21268837,ATCC,PRJNA565979,SAMN13036326,Human,10992900,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000868,Illumina MiSeq,Not applicable,Fig4_h_RNF2_1Ains_5GC_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4_h_RNF2_1Ains_5GC_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4_h_RNF2_1Ains_5GC_rep2.fastq.gz,
SRR10287984,Not applicable,AMPLICON,223,20320324,ATCC,PRJNA565979,SAMN13036325,Human,10381566,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000867,Illumina MiSeq,Not applicable,Fig4_h_RNF2_1Ains_5GC_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4_h_RNF2_1Ains_5GC_rep1.fastq.gz,female,SRP222069,Not applicable,Fig4_h_RNF2_1Ains_5GC_rep1.fastq.gz,
SRR10287988,Not applicable,AMPLICON,221,19341794,ATCC,PRJNA565979,SAMN13036323,Human,10026750,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000863,Illumina MiSeq,Not applicable,Fig4_h_RNF2_1-2CTdel_6GT_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4_h_RNF2_1-2CTdel_6GT_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4_h_RNF2_1-2CTdel_6GT_rep2.fastq.gz,
SRR10287990,Not applicable,AMPLICON,270,11941734,ATCC,PRJNA565979,SAMN13036321,Human,6208788,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7000861,Illumina MiSeq,Not applicable,Fig4_h_HEK3_2GC_6GT_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4_h_HEK3_2GC_6GT_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4_h_HEK3_2GC_6GT_rep3.fastq.gz,
SRR10287991,Not applicable,AMPLICON,272,19749166,ATCC,PRJNA565979,SAMN13036320,Human,10166703,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7000860,Illumina MiSeq,Not applicable,Fig4_h_HEK3_2GC_6GT_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4_h_HEK3_2GC_6GT_rep2.fastq.gz,female,SRP222069,Not applicable,Fig4_h_HEK3_2GC_6GT_rep2.fastq.gz,
SRR10287993,Not applicable,AMPLICON,274,13457598,ATCC,PRJNA565979,SAMN13036318,Human,7056694,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7000858,Illumina MiSeq,Not applicable,Fig4_h_HEK3_1Tdel_5GC_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,Fig4_h_HEK3_1Tdel_5GC_rep3.fastq.gz,female,SRP222069,Not applicable,Fig4_h_HEK3_1Tdel_5GC_rep3.fastq.gz,
