Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,treatment,BREED,Cell_type,Cultivar,dev_stage,Ecotype,strain
SRR17171426,not applicable,AMPLICON,204,4117436,ATCC,PRJNA770428,SAMN23795801,Human,1884581,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354952,Illumina MiSeq,not applicable,865,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig7b-509b-and-584b-rep2-OT5-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig7b-509b-and-584b-rep2-OT5-R1.fastq.gz,,,,,,
SRR17171428,not applicable,AMPLICON,208,3902432,ATCC,PRJNA770428,SAMN23795799,Human,2020616,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354950,Illumina MiSeq,not applicable,863,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig7b-509b-and-584b-rep2-OT3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig7b-509b-and-584b-rep2-OT3-R1.fastq.gz,,,,,,
SRR17171430,not applicable,AMPLICON,204,4940901,ATCC,PRJNA770428,SAMN23795798,Human,2273637,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354948,Illumina MiSeq,not applicable,862,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig7b-509b-and-584b-rep2-OT2-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig7b-509b-and-584b-rep2-OT2-R1.fastq.gz,,,,,,
SRR17171432,not applicable,AMPLICON,251,9191760,ATCC,PRJNA770428,SAMN23795699,Human,4328283,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354945,Illumina MiSeq,not applicable,763,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.2.2-and-11.4.3-rep2-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.2.2-and-11.4.3-rep2-R1.fastq.gz,,,,,,
SRR17171434,not applicable,AMPLICON,249,7010638,ATCC,PRJNA770428,SAMN23795698,Human,3330443,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354943,Illumina MiSeq,not applicable,762,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.2.2-and-11.4.3-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.2.2-and-11.4.3-rep1-R1.fastq.gz,,,,,,
SRR17171436,not applicable,AMPLICON,252,9435899,ATCC,PRJNA770428,SAMN23795696,Human,4443309,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354941,Illumina MiSeq,not applicable,760,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.2.2-and-11.4.2-rep2-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.2.2-and-11.4.2-rep2-R1.fastq.gz,,,,,,
SRR17171438,not applicable,AMPLICON,253,8699872,ATCC,PRJNA770428,SAMN23795694,Human,4096838,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354939,Illumina MiSeq,not applicable,758,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.2.2-and-11.4.1-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.2.2-and-11.4.1-rep3-R1.fastq.gz,,,,,,
SRR17171441,not applicable,AMPLICON,252,8839009,ATCC,PRJNA770428,SAMN23795691,Human,4160457,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354936,Illumina MiSeq,not applicable,755,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.2.1-and-11.4.3-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.2.1-and-11.4.3-rep3-R1.fastq.gz,,,,,,
SRR17171443,not applicable,AMPLICON,253,7854043,ATCC,PRJNA770428,SAMN23795689,Human,3717421,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354934,Illumina MiSeq,not applicable,753,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.2.1-and-11.4.3-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.2.1-and-11.4.3-rep1-R1.fastq.gz,,,,,,
SRR17171445,not applicable,AMPLICON,250,7307934,ATCC,PRJNA770428,SAMN23795688,Human,3463209,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354932,Illumina MiSeq,not applicable,752,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.2.1-and-11.4.2-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.2.1-and-11.4.2-rep3-R1.fastq.gz,,,,,,
SRR17171447,not applicable,AMPLICON,250,7080535,ATCC,PRJNA770428,SAMN23795686,Human,3363838,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354930,Illumina MiSeq,not applicable,750,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.2.1-and-11.4.2-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.2.1-and-11.4.2-rep1-R1.fastq.gz,,,,,,
SRR17171449,not applicable,AMPLICON,250,6581818,ATCC,PRJNA770428,SAMN23795684,Human,3134597,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354928,Illumina MiSeq,not applicable,748,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.2.1-and-11.4.1-rep2-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.2.1-and-11.4.1-rep2-R1.fastq.gz,,,,,,
SRR17171451,not applicable,AMPLICON,250,6934777,ATCC,PRJNA770428,SAMN23795682,Human,3295560,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354926,Illumina MiSeq,not applicable,746,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.3-and-11.4.3-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.3-and-11.4.3-rep3-R1.fastq.gz,,,,,,
SRR17171453,not applicable,AMPLICON,253,7509571,ATCC,PRJNA770428,SAMN23795680,Human,3556150,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354924,Illumina MiSeq,not applicable,744,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.3-and-11.4.3-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.3-and-11.4.3-rep1-R1.fastq.gz,,,,,,
SRR17171454,not applicable,AMPLICON,254,10067563,ATCC,PRJNA770428,SAMN23795679,Human,4737468,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354923,Illumina MiSeq,not applicable,743,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.3-and-11.4.2-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.3-and-11.4.2-rep3-R1.fastq.gz,,,,,,
SRR17171457,not applicable,AMPLICON,252,10897960,ATCC,PRJNA770428,SAMN23795677,Human,5132752,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354920,Illumina MiSeq,not applicable,741,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.3-and-11.4.2-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.3-and-11.4.2-rep1-R1.fastq.gz,,,,,,
SRR17171460,not applicable,AMPLICON,253,10932274,ATCC,PRJNA770428,SAMN23795674,Human,5147797,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354917,Illumina MiSeq,not applicable,738,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.3-and-11.4.1-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.3-and-11.4.1-rep1-R1.fastq.gz,,,,,,
SRR17171461,not applicable,AMPLICON,251,8035115,ATCC,PRJNA770428,SAMN23795673,Human,3793049,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354916,Illumina MiSeq,not applicable,737,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.2-and-11.4.3-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.2-and-11.4.3-rep3-R1.fastq.gz,,,,,,
SRR17171463,not applicable,AMPLICON,253,9263318,ATCC,PRJNA770428,SAMN23795671,Human,4352964,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354914,Illumina MiSeq,not applicable,735,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.2-and-11.4.3-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.2-and-11.4.3-rep1-R1.fastq.gz,,,,,,
SRR17171466,not applicable,AMPLICON,204,2330707,ATCC,PRJNA770428,SAMN23795796,Human,1094025,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354911,Illumina MiSeq,not applicable,860,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig7b-506c-and-584b-rep3-OT5-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig7b-506c-and-584b-rep3-OT5-R1.fastq.gz,,,,,,
SRR17171468,not applicable,AMPLICON,207,1736753,ATCC,PRJNA770428,SAMN23795795,Human,933748,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354910,Illumina MiSeq,not applicable,859,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig7b-506c-and-584b-rep3-OT4-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig7b-506c-and-584b-rep3-OT4-R1.fastq.gz,,,,,,
SRR17171471,not applicable,AMPLICON,209,2001904,ATCC,PRJNA770428,SAMN23795792,Human,963693,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354907,Illumina MiSeq,not applicable,856,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig7b-506c-and-584b-rep3-OT1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig7b-506c-and-584b-rep3-OT1-R1.fastq.gz,,,,,,
SRR17171474,not applicable,AMPLICON,208,3012070,ATCC,PRJNA770428,SAMN23795789,Human,1576264,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354904,Illumina MiSeq,not applicable,853,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig7b-506c-and-584b-rep2-OT3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig7b-506c-and-584b-rep2-OT3-R1.fastq.gz,,,,,,
SRR17171475,not applicable,AMPLICON,289,6246709,ATCC,PRJNA770428,SAMN23795537,Human,3321446,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354903,Illumina MiSeq,not applicable,601,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig10c_PE2_PAH_rep2.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig10c_PE2_PAH_rep2.fastq.gz,,,,,,
SRR17171477,not applicable,AMPLICON,209,4407893,ATCC,PRJNA770428,SAMN23795787,Human,2005791,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354901,Illumina MiSeq,not applicable,851,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig7b-506c-and-584b-rep2-OT1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig7b-506c-and-584b-rep2-OT1-R1.fastq.gz,,,,,,
SRR17171479,not applicable,AMPLICON,205,3256302,ATCC,PRJNA770428,SAMN23795785,Human,1667642,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354899,Illumina MiSeq,not applicable,849,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig7b-325a-and-415b-rep3-OT4-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig7b-325a-and-415b-rep3-OT4-R1.fastq.gz,,,,,,
SRR17171485,not applicable,AMPLICON,159,8226370,ATCC,PRJNA770428,SAMN23795779,Human,4846090,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354893,Illumina MiSeq,not applicable,843,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig6c-3786c-plus-3903c-rep3.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig6c-3786c-plus-3903c-rep3.fastq.gz,,,,,,
SRR17171486,not applicable,AMPLICON,289,8213177,ATCC,PRJNA770428,SAMN23795536,Human,4337045,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354892,Illumina MiSeq,not applicable,600,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig10c_PE2_PAH_rep1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig10c_PE2_PAH_rep1.fastq.gz,,,,,,
SRR17171488,not applicable,AMPLICON,159,9039638,ATCC,PRJNA770428,SAMN23795777,Human,5304854,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354890,Illumina MiSeq,not applicable,841,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig6c-3786c-plus-3903c-rep1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig6c-3786c-plus-3903c-rep1.fastq.gz,,,,,,
SRR17171492,not applicable,AMPLICON,117,7840673,ATCC,PRJNA770428,SAMN23795773,Human,3936437,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354886,Illumina MiSeq,not applicable,837,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig6c-513b-plus-584b-rep3.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig6c-513b-plus-584b-rep3.fastq.gz,,,,,,
SRR17171498,not applicable,AMPLICON,116,6747677,ATCC,PRJNA770428,SAMN23795768,Human,3405091,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354880,Illumina MiSeq,not applicable,832,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig6c-506c-plus-584b-rep3.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig6c-506c-plus-584b-rep3.fastq.gz,,,,,,
SRR17171500,not applicable,AMPLICON,116,7303948,ATCC,PRJNA770428,SAMN23795766,Human,3667646,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354878,Illumina MiSeq,not applicable,830,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig6c-506c-plus-584b-rep1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig6c-506c-plus-584b-rep1.fastq.gz,,,,,,
SRR17171503,not applicable,AMPLICON,252,8431196,ATCC,PRJNA770428,SAMN23795668,Human,3978279,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354874,Illumina MiSeq,not applicable,732,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.2-and-11.4.2-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.2-and-11.4.2-rep1-R1.fastq.gz,,,,,,
SRR17171504,not applicable,AMPLICON,251,8428963,ATCC,PRJNA770428,SAMN23795667,Human,3991446,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354873,Illumina MiSeq,not applicable,731,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.2-and-11.4.1-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.2-and-11.4.1-rep3-R1.fastq.gz,,,,,,
SRR17171505,not applicable,AMPLICON,252,8953116,ATCC,PRJNA770428,SAMN23795666,Human,4199279,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354872,Illumina MiSeq,not applicable,730,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.2-and-11.4.1-rep2-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.2-and-11.4.1-rep2-R1.fastq.gz,,,,,,
SRR17171506,not applicable,AMPLICON,253,8916390,ATCC,PRJNA770428,SAMN23795665,Human,4206485,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354871,Illumina MiSeq,not applicable,729,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.2-and-11.4.1-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.2-and-11.4.1-rep1-R1.fastq.gz,,,,,,
SRR17171507,not applicable,AMPLICON,252,8068634,ATCC,PRJNA770428,SAMN23795664,Human,3817916,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354870,Illumina MiSeq,not applicable,728,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.1-and-11.4.3-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.1-and-11.4.3-rep3-R1.fastq.gz,,,,,,
SRR17171509,not applicable,AMPLICON,253,9171707,ATCC,PRJNA770428,SAMN23795662,Human,4325325,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354868,Illumina MiSeq,not applicable,726,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.1-and-11.4.3-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.1-and-11.4.3-rep1-R1.fastq.gz,,,,,,
SRR17171510,not applicable,AMPLICON,250,5134745,ATCC,PRJNA770428,SAMN23795661,Human,2474812,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354867,Illumina MiSeq,not applicable,725,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.1-and-11.4.2-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.1-and-11.4.2-rep3-R1.fastq.gz,,,,,,
SRR17171513,not applicable,AMPLICON,168,7308257,ATCC,PRJNA770428,SAMN23795524,Human,4281421,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354864,Illumina MiSeq,not applicable,588,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig10c_PE2_AAVS1_rep1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig10c_PE2_AAVS1_rep1.fastq.gz,,,,,,
SRR17171514,not applicable,AMPLICON,252,7997916,ATCC,PRJNA770428,SAMN23795658,Human,3802899,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354863,Illumina MiSeq,not applicable,722,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.1-and-11.4.1-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.1-and-11.4.1-rep3-R1.fastq.gz,,,,,,
SRR17171515,not applicable,AMPLICON,252,8370408,ATCC,PRJNA770428,SAMN23795657,Human,3948536,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354862,Illumina MiSeq,not applicable,721,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.1-and-11.4.1-rep2-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.1-and-11.4.1-rep2-R1.fastq.gz,,,,,,
SRR17171516,not applicable,AMPLICON,252,8701744,ATCC,PRJNA770428,SAMN23795656,Human,4108378,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354861,Illumina MiSeq,not applicable,720,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon11.1.1-and-11.4.1-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon11.1.1-and-11.4.1-rep1-R1.fastq.gz,,,,,,
SRR17171518,not applicable,AMPLICON,254,6682087,ATCC,PRJNA770428,SAMN23795654,Human,3047101,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354859,Illumina MiSeq,not applicable,718,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon10.2.3-and-10.3.3-rep2-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon10.2.3-and-10.3.3-rep2-R1.fastq.gz,,,,,,
SRR17171520,not applicable,AMPLICON,254,6451749,ATCC,PRJNA770428,SAMN23795652,Human,2993893,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354857,Illumina MiSeq,not applicable,716,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon10.2.3-and-10.3.2-rep3-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon10.2.3-and-10.3.2-rep3-R1.fastq.gz,,,,,,
SRR17171522,not applicable,AMPLICON,254,7196541,ATCC,PRJNA770428,SAMN23795650,Human,3288570,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354855,Illumina MiSeq,not applicable,714,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED-Fig2c-PAH-Exon10.2.3-and-10.3.2-rep1-R1.fastq.gz,not applicable,SRP340874,Kidney,ED-Fig2c-PAH-Exon10.2.3-and-10.3.2-rep1-R1.fastq.gz,,,,,,
